kelt_sourceid,kelt_field,kelt_orientation,proc_type,kelt_proc_version,ra,dec,kelt_mag,obsstart,obsstop,bjdstart,bjdstop,mean,stddevwrtmean,median,stddevwrtmedian,npts,n5sigma,f5sigma,medabsdev,chisquared,range595,minvalue,maxvalue
KELT_N02_lc_060639_V01_east,N02,west,raw,V01,28.72414,40.70252,9.998,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.022524,0.053447,10.010750,0.054730,602,4,0.006645,0.012525,11057.402203,0.094510,9.964060,10.827220
KELT_N02_lc_066747_V01_east,N02,east,raw,V01,19.34773,31.74348,10.174,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.187505,0.029221,10.182340,0.029674,1790,14,0.007821,0.008155,2539.210508,0.053540,10.102960,10.678950
KELT_N02_lc_066747_V01_east,N02,west,raw,V01,19.34773,31.74348,10.147,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.168487,0.040984,10.159130,0.042040,601,5,0.008319,0.013850,4842.463570,0.101510,10.110140,10.679410
KELT_N02_lc_071884_V01_east,N02,west,raw,V01,27.78809,38.02208,10.420,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.441830,0.044896,10.438330,0.045033,602,4,0.006645,0.017185,5609.705131,0.111300,10.342620,10.937190
KELT_N02_lc_071902_V01_east,N02,east,raw,V01,38.39148,31.40693,10.849,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.869035,0.035115,10.862295,0.035757,1792,22,0.012277,0.009105,2133.803630,0.070360,10.807830,11.214900
KELT_N02_lc_071902_V01_east,N02,west,raw,V01,38.39148,31.40693,10.900,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.905199,0.030172,10.898155,0.030985,602,3,0.004983,0.011790,1199.116631,0.088330,10.854690,11.155400
KELT_N02_lc_071917_V01_east,N02,east,raw,V01,23.02850,34.79754,10.341,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.361895,0.032047,10.356110,0.032565,1792,11,0.006138,0.005930,3432.872247,0.046020,10.319260,11.068890
KELT_N02_lc_072082_V01_east,N02,west,raw,V01,34.64982,40.27848,10.977,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.977452,0.011381,10.975470,0.011552,605,6,0.009917,0.003300,167.596322,0.021270,10.955980,11.105090
KELT_N02_lc_072290_V01_east,N02,east,raw,V01,40.38515,34.51735,10.979,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.989291,0.062937,10.982185,0.063337,1792,7,0.003906,0.016720,2944.559618,0.099190,10.484230,12.457240
KELT_N02_lc_072290_V01_east,N02,west,raw,V01,40.38515,34.51735,10.490,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.489070,0.060900,10.484525,0.061069,602,3,0.004983,0.031225,6577.608718,0.152440,10.359030,11.180510
KELT_N02_lc_054678_V01_east,N02,east,raw,V01,26.64504,19.07924,10.878,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.799510,0.120049,10.784620,0.120969,1779,2,0.001124,0.033110,1355174.893600,0.192680,9.977620,15.066530
KELT_N02_lc_056475_V01_east,N02,east,raw,V01,32.41817,32.31479,10.974,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.988066,0.026584,10.982755,0.027110,1792,22,0.012277,0.008515,1090.247941,0.057380,10.933680,11.271280
KELT_N02_lc_060751_V01_east,N02,east,raw,V01,22.30105,36.62795,10.856,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.876280,0.048560,10.868265,0.049218,1792,8,0.004464,0.007450,3000.449211,0.060700,10.808780,11.962780
KELT_N02_lc_060751_V01_east,N02,west,raw,V01,22.30105,36.62795,10.907,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.922240,0.065556,10.914030,0.066069,603,2,0.003317,0.011140,2267.485833,0.078840,10.861460,12.310300
KELT_N02_lc_063522_V01_east,N02,east,raw,V01,38.53524,38.73426,10.473,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.490392,0.023268,10.485905,0.023697,1792,14,0.007812,0.006780,1489.908579,0.047660,10.453010,10.809700
KELT_N02_lc_063522_V01_east,N02,west,raw,V01,38.53524,38.73426,10.443,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.442396,0.029219,10.437020,0.029711,603,5,0.008292,0.007560,2002.758142,0.051730,10.390040,10.768030
KELT_N02_lc_066849_V01_east,N02,east,raw,V01,33.98465,33.35166,9.295,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.302953,0.005900,9.301235,0.006145,1792,7,0.003906,0.002380,796.387718,0.016450,9.290210,9.352510
KELT_N02_lc_066849_V01_east,N02,west,raw,V01,33.98465,33.35166,9.738,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.750185,0.018184,9.746160,0.018625,602,2,0.003322,0.008590,2934.745748,0.053010,9.715610,9.898410
KELT_N02_lc_072390_V01_east,N02,east,raw,V01,43.05263,37.09540,10.084,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.099838,0.025957,10.095750,0.026278,1792,16,0.008929,0.005390,6022.581780,0.039900,9.819730,10.514590
KELT_N02_lc_072390_V01_east,N02,west,raw,V01,43.05263,37.09540,10.555,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.539985,0.031935,10.535140,0.032301,602,5,0.008306,0.005635,2026.025189,0.049060,10.411340,10.874210
KELT_N02_lc_072708_V01_east,N02,west,raw,V01,17.88186,30.08364,10.668,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.747086,0.064785,10.742580,0.064942,601,3,0.004992,0.030170,5691.261745,0.161320,10.543640,11.453310
KELT_N02_lc_072719_V01_east,N02,east,raw,V01,28.96222,23.58602,10.097,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.150109,0.145791,10.121600,0.148553,1791,11,0.006142,0.012450,67460.785498,0.175720,10.071330,13.472600
KELT_N02_lc_072719_V01_east,N02,west,raw,V01,28.96222,23.58602,9.586,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.596525,0.019372,9.592860,0.019716,602,1,0.001661,0.010525,2681.543684,0.063430,9.557410,9.717480
KELT_N02_lc_073355_V01_east,N02,east,raw,V01,17.00289,20.73360,10.727,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.745059,0.043825,10.736640,0.044627,1782,16,0.008979,0.005555,15539.499583,0.077100,10.636160,11.554220
KELT_N02_lc_073355_V01_east,N02,west,raw,V01,17.00289,20.73360,10.891,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.889230,0.115675,10.876350,0.116391,561,5,0.008913,0.031190,11141.449428,0.174450,10.762530,12.385840
KELT_N02_lc_073428_V01_east,N02,east,raw,V01,17.79285,37.71998,10.536,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.548293,0.050632,10.541495,0.051087,1792,6,0.003348,0.008780,43443.252456,0.056390,10.480450,11.835130
KELT_N02_lc_073428_V01_east,N02,west,raw,V01,17.79285,37.71998,10.220,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.234788,0.072657,10.220680,0.074016,602,5,0.008306,0.015885,9456.830976,0.113900,10.120430,11.251930
KELT_N02_lc_063742_V01_east,N02,east,raw,V01,20.73131,31.83992,10.664,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.659667,0.049272,10.657095,0.049339,1790,15,0.008380,0.018555,3606.531009,0.143310,10.526420,11.139950
KELT_N02_lc_063742_V01_east,N02,west,raw,V01,20.73131,31.83992,10.721,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.739829,0.054362,10.734840,0.054591,601,1,0.001664,0.027800,3417.982833,0.158870,10.620070,11.357730
KELT_N02_lc_063785_V01_east,N02,east,raw,V01,42.60905,31.97211,10.631,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.651738,0.038638,10.643760,0.039453,1792,20,0.011161,0.007960,2769.761596,0.072130,10.509530,11.110670
KELT_N02_lc_063785_V01_east,N02,west,raw,V01,42.60905,31.97211,10.836,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.828781,0.032651,10.825020,0.032867,602,6,0.009967,0.009180,1356.437055,0.058410,10.594010,11.221380
KELT_N02_lc_067392_V01_east,N02,east,raw,V01,23.73976,33.11784,10.509,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.520568,0.028705,10.515515,0.029147,1792,10,0.005580,0.007135,2660.602490,0.047780,10.460660,11.082490
KELT_N02_lc_067392_V01_east,N02,west,raw,V01,23.73976,33.11784,10.550,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.565669,0.032125,10.557630,0.033117,601,2,0.003328,0.011340,2414.644713,0.082630,10.519080,10.982620
KELT_N02_lc_073589_V01_east,N02,west,raw,V01,37.67339,40.17248,10.453,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.451188,0.027660,10.445760,0.028188,605,5,0.008264,0.007160,1866.673032,0.046790,10.410470,10.728150
KELT_N02_lc_058913_V01_east,N02,west,raw,V01,25.53107,39.41303,10.881,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.887806,0.030167,10.884900,0.030307,601,2,0.003328,0.015200,1069.961647,0.079860,10.811570,11.144500
KELT_N02_lc_058927_V01_east,N02,east,raw,V01,35.70995,41.39441,10.185,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.203070,0.022052,10.199240,0.022382,1792,14,0.007812,0.005565,1478.141982,0.037980,9.973260,10.529490
KELT_N02_lc_058927_V01_east,N02,west,raw,V01,35.70995,41.39441,9.921,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.927188,0.040390,9.919745,0.041071,602,5,0.008306,0.007665,7696.529002,0.061090,9.884160,10.409850
KELT_N02_lc_047638_V01_east,N02,east,raw,V01,42.50344,30.52550,10.801,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.828997,0.048534,10.818390,0.049681,1792,19,0.010603,0.009420,3183.606819,0.092650,10.514710,11.490450
KELT_N02_lc_047638_V01_east,N02,west,raw,V01,42.50344,30.52550,10.785,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.785173,0.058030,10.780900,0.058187,601,4,0.006656,0.008520,3540.722574,0.066050,9.898710,11.383590
KELT_N02_lc_055022_V01_east,N02,east,raw,V01,35.97265,33.85622,10.840,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.857476,0.028933,10.852620,0.029338,1792,18,0.010045,0.009995,1485.175844,0.060380,10.787860,11.153240
KELT_N02_lc_055022_V01_east,N02,west,raw,V01,35.97265,33.85622,10.906,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.914942,0.026978,10.909000,0.027625,602,3,0.004983,0.011235,986.443886,0.082460,10.870220,11.151810
KELT_N02_lc_055107_V01_east,N02,east,raw,V01,36.29414,33.86605,9.740,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.748285,0.009207,9.746765,0.009332,1792,12,0.006696,0.004370,898.505440,0.025020,9.724710,9.827510
KELT_N02_lc_055107_V01_east,N02,west,raw,V01,36.29414,33.86605,10.036,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.046719,0.018987,10.044685,0.019095,602,3,0.004983,0.009870,1671.976335,0.058150,10.008210,10.166160
KELT_N02_lc_059107_V01_east,N02,east,raw,V01,30.06250,44.41985,10.942,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.951708,0.041854,10.945590,0.042299,1792,9,0.005022,0.008350,1651.719329,0.061950,10.547990,11.869490
KELT_N02_lc_059107_V01_east,N02,west,raw,V01,30.06250,44.41985,10.706,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.706284,0.019509,10.702330,0.019906,605,6,0.009917,0.004710,825.231632,0.036140,10.674580,10.985510
KELT_N02_lc_064552_V01_east,N02,east,raw,V01,23.47327,35.60919,9.952,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.965005,0.020920,9.960995,0.021301,1792,9,0.005022,0.005580,2239.106328,0.033890,9.934380,10.374860
KELT_N02_lc_064552_V01_east,N02,west,raw,V01,23.47327,35.60919,10.180,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.203431,0.044118,10.194110,0.045094,601,3,0.004992,0.013150,5422.272782,0.103870,10.151950,10.782300
KELT_N02_lc_064556_V01_east,N02,east,raw,V01,27.16238,37.95218,9.815,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.823812,0.011809,9.821135,0.012108,1792,12,0.006696,0.003280,1092.069906,0.022140,9.804040,10.020910
KELT_N02_lc_064556_V01_east,N02,west,raw,V01,27.16238,37.95218,9.724,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.741718,0.054046,9.731425,0.055019,602,3,0.004983,0.011675,10739.411061,0.090320,9.677540,10.730060
KELT_N02_lc_055234_V01_east,N02,east,raw,V01,27.20934,34.14240,10.348,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.356355,0.025321,10.354955,0.025360,1792,7,0.003906,0.009950,2367.859841,0.060150,10.294420,10.949320
KELT_N02_lc_055234_V01_east,N02,west,raw,V01,27.20934,34.14240,10.334,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.353914,0.046112,10.350110,0.046268,602,1,0.001661,0.020470,6400.962615,0.119180,10.271950,11.049420
KELT_N02_lc_055293_V01_east,N02,east,raw,V01,18.31561,34.09748,10.976,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,11.001304,0.072835,10.989360,0.073808,1792,6,0.003348,0.008450,67175.233325,0.089800,10.932380,13.011870
KELT_N02_lc_055293_V01_east,N02,west,raw,V01,18.31561,34.09748,10.985,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,11.010739,0.104406,10.998260,0.105150,602,1,0.001661,0.010930,4378.489337,0.079600,10.966450,13.434590
KELT_N02_lc_057139_V01_east,N02,east,raw,V01,38.21925,34.54112,9.758,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.770911,0.010414,9.768070,0.010795,1792,11,0.006138,0.003330,888.975255,0.026140,9.752050,9.886540
KELT_N02_lc_057139_V01_east,N02,west,raw,V01,38.21925,34.54112,9.630,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.642598,0.023556,9.638660,0.023884,602,3,0.004983,0.012395,3770.385651,0.072750,9.594690,9.805160
KELT_N02_lc_059279_V01_east,N02,east,raw,V01,43.09583,42.02225,10.554,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.569570,0.033252,10.564840,0.033587,1792,15,0.008371,0.007410,3271.290975,0.052210,10.186980,11.118380
KELT_N02_lc_059279_V01_east,N02,west,raw,V01,43.09583,42.02225,10.583,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.577894,0.018332,10.576440,0.018390,605,5,0.008264,0.004960,666.770419,0.031810,10.357010,10.772080
KELT_N02_lc_068585_V01_east,N02,east,raw,V01,42.72421,35.39485,9.784,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.796646,0.019929,9.793080,0.020246,1792,12,0.006696,0.003740,2886.824883,0.027570,9.586460,10.241290
KELT_N02_lc_068585_V01_east,N02,west,raw,V01,42.72421,35.39485,10.248,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.237546,0.043737,10.229400,0.044491,602,6,0.009967,0.008130,4974.588767,0.067510,9.896180,10.655080
KELT_N02_lc_046614_V01_east,N02,east,raw,V01,25.59812,32.96054,10.458,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.470723,0.025786,10.466670,0.026103,1792,8,0.004464,0.007180,2286.368520,0.045410,10.398990,11.159200
KELT_N02_lc_046614_V01_east,N02,west,raw,V01,25.59812,32.96054,10.388,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.406614,0.119663,10.395105,0.120217,602,1,0.001661,0.011705,50694.274315,0.082330,10.355480,13.248990
KELT_N02_lc_057243_V01_east,N02,west,raw,V01,29.00254,43.06104,10.934,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.934966,0.010017,10.933860,0.010078,603,5,0.008292,0.004230,112.412001,0.022370,10.903110,11.020980
KELT_N02_lc_059579_V01_east,N02,east,raw,V01,18.21759,32.07356,10.966,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.977041,0.039376,10.968600,0.040271,1790,11,0.006145,0.006670,1674.047326,0.077000,10.867120,11.532470
KELT_N02_lc_059579_V01_east,N02,west,raw,V01,18.21759,32.07356,10.945,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.978405,0.208202,10.958995,0.209106,602,1,0.001661,0.014005,29777.236502,0.106330,10.898020,15.963220
KELT_N02_lc_068998_V01_east,N02,east,raw,V01,25.51296,35.24429,9.906,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.916429,0.011316,9.914030,0.011568,1792,8,0.004464,0.004095,908.833873,0.027680,9.894400,10.099280
KELT_N02_lc_068998_V01_east,N02,west,raw,V01,25.51296,35.24429,9.679,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.698983,0.033481,9.689370,0.034836,601,4,0.006656,0.009810,7429.933756,0.078880,9.658500,10.113020
KELT_N02_lc_055435_V01_east,N02,west,raw,V01,18.44318,27.13109,10.994,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,11.050459,0.075214,11.045445,0.075382,602,4,0.006645,0.023610,5626.652552,0.107880,10.948070,12.024540
KELT_N02_lc_065080_V01_east,N02,east,raw,V01,30.30671,41.21231,10.674,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.693858,0.044703,10.687195,0.045197,1792,7,0.003906,0.007795,2760.159782,0.056820,10.645540,11.996090
KELT_N02_lc_065080_V01_east,N02,west,raw,V01,30.30671,41.21231,10.471,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.475797,0.035419,10.468795,0.036106,602,5,0.008306,0.008500,2847.528863,0.064460,10.434050,10.963990
KELT_N02_lc_069077_V01_east,N02,east,raw,V01,41.74629,35.98437,9.873,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.886962,0.021108,9.883500,0.021391,1792,9,0.005022,0.004010,4136.845484,0.028870,9.577510,10.314510
KELT_N02_lc_069077_V01_east,N02,west,raw,V01,41.74629,35.98437,10.204,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.194670,0.092826,10.185425,0.093286,602,1,0.001661,0.008000,15339.469124,0.071120,10.052750,12.289320
KELT_N02_lc_069110_V01_east,N02,east,raw,V01,39.33770,39.89537,10.774,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.798417,0.042422,10.790275,0.043197,1792,16,0.008929,0.009255,2310.617638,0.084800,10.180940,11.243910
KELT_N02_lc_069110_V01_east,N02,west,raw,V01,39.33770,39.89537,10.905,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.905379,0.007418,10.905190,0.007420,602,3,0.004983,0.004335,57.464622,0.021370,10.856790,10.957760
KELT_N02_lc_069298_V01_east,N02,east,raw,V01,27.17162,32.68880,9.622,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,9.630596,0.010528,9.628255,0.010785,1792,4,0.002232,0.003725,1274.315846,0.024440,9.603550,9.887620
KELT_N02_lc_069298_V01_east,N02,west,raw,V01,27.17162,32.68880,9.413,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,9.419504,0.022903,9.416040,0.023164,601,1,0.001664,0.007970,7907.656512,0.048460,9.388330,9.840600
KELT_N02_lc_055562_V01_east,N02,east,raw,V01,36.01181,42.10189,10.513,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.532654,0.030589,10.527280,0.031058,1792,17,0.009487,0.006910,1613.450954,0.050940,10.177370,11.090030
KELT_N02_lc_055562_V01_east,N02,west,raw,V01,36.01181,42.10189,10.288,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.284306,0.036256,10.278420,0.036731,603,5,0.008292,0.008600,3834.326376,0.052930,10.243540,10.699750
KELT_N02_lc_059867_V01_east,N02,east,raw,V01,43.56125,42.59019,10.993,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,11.008936,0.033297,11.003740,0.033700,1792,16,0.008929,0.009660,1657.367225,0.068180,10.646060,11.342670
KELT_N02_lc_059867_V01_east,N02,west,raw,V01,43.56125,42.59019,10.948,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.948570,0.004354,10.948540,0.004354,605,3,0.004959,0.002390,22.494523,0.011790,10.913740,10.977130
KELT_N02_lc_069453_V01_east,N02,east,raw,V01,23.95777,33.83437,10.245,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.253588,0.017456,10.250710,0.017692,1792,10,0.005580,0.005980,1346.610894,0.038520,10.180880,10.570340
KELT_N02_lc_069453_V01_east,N02,west,raw,V01,23.95777,33.83437,10.267,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.280682,0.030654,10.273690,0.031442,601,2,0.003328,0.011360,3139.553387,0.080160,10.224390,10.647310
KELT_N02_lc_001388_V01_east,N02,east,tfa,V01,21.59602,20.06730,10.416,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.441237,0.026593,10.435965,0.027111,1744,10,0.005734,0.009885,1091.657916,0.079730,10.374450,10.603170
KELT_N02_lc_001388_V01_east,N02,west,tfa,V01,21.59602,20.06730,10.337,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.358102,0.014361,10.356805,0.014419,592,3,0.005068,0.006770,407.131956,0.043380,10.323780,10.433760
KELT_N02_lc_001953_V01_east,N02,east,tfa,V01,34.78578,19.68645,10.985,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.989266,0.007347,10.989020,0.007351,1773,3,0.001692,0.003970,42.457756,0.022800,10.941080,11.023000
KELT_N02_lc_050850_V01_east,N02,east,raw,V01,36.36765,32.40576,10.646,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.661174,0.023445,10.656895,0.023833,1792,17,0.009487,0.007550,1320.866427,0.050100,10.592510,10.895680
KELT_N02_lc_050850_V01_east,N02,west,raw,V01,36.36765,32.40576,10.758,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.766495,0.025779,10.761195,0.026319,602,1,0.001661,0.011800,1090.454296,0.085750,10.706830,10.902400
KELT_N02_lc_059997_V01_east,N02,east,raw,V01,21.12506,23.94234,10.764,2006-10-26 04:44:09.0,2008-11-24 04:44:47.0,2454034.697330,2454794.697772,10.729598,0.091228,10.713305,0.092673,1792,5,0.002790,0.029165,9946.601637,0.174570,10.308320,13.069300
KELT_N02_lc_059997_V01_east,N02,west,raw,V01,21.12506,23.94234,10.524,2006-10-27 07:06:26.0,2008-11-24 09:34:38.0,2454035.796138,2454794.899059,10.544469,0.038592,10.543050,0.038618,602,3,0.004983,0.022325,3179.871951,0.106130,10.454210,10.834660
